14	1		14	0.000
14	1000		14	0.001
14	2000		14	0.001
14	3000		14	0.002
14	4000		14	0.002
14	5000		14	0.003
14	6000		14	0.003
14	7000		14	0.004
14	8000		14	0.005
14	9000		14	0.005
14	10000		14	0.006
14	11000		14	0.006
14	12000		14	0.007
14	13000		14	0.008
14	14000		14	0.008
14	15000		14	0.009
14	16000		14	0.009
14	17000		14	0.010
14	18000		14	0.010
14	19000		14	0.011
14	20000		14	0.012
14	21000		14	0.012
14	22000		14	0.013
14	23000		14	0.013
14	24000		14	0.014
14	25000		14	0.015
14	26000		14	0.015
14	27000		14	0.016
14	28000		14	0.016
14	29000		14	0.017
14	30000		14	0.017
14	31000		14	0.018
14	32000		14	0.019
14	33000		14	0.019
14	34000		14	0.020
14	35000		14	0.020
14	36000		14	0.021
14	37000		14	0.022
14	38000		14	0.022
14	39000		14	0.023
14	40000		14	0.023
14	41000		14	0.024
14	42000		14	0.024
14	43000		14	0.025
14	44000		14	0.026
14	45000		14	0.026
14	46000		14	0.027
14	47000		14	0.027
14	48000		14	0.028
14	49000		14	0.029
14	50000		14	0.029
14	51000		14	0.030
14	52000		14	0.030
14	53000		14	0.031
14	54000		14	0.031
14	55000		14	0.032
14	56000		14	0.033
14	57000		14	0.033
14	58000		14	0.034
14	59000		14	0.034
14	60000		14	0.035
14	61000		14	0.036
14	62000		14	0.036
14	63000		14	0.037
14	64000		14	0.037
14	65000		14	0.038
14	66000		14	0.038
14	67000		14	0.039
14	68000		14	0.040
14	69000		14	0.040
14	70000		14	0.041
14	71000		14	0.041
14	72000		14	0.042
14	73000		14	0.043
14	74000		14	0.043
14	75000		14	0.044
14	76000		14	0.044
14	77000		14	0.045
14	78000		14	0.045
14	79000		14	0.046
14	80000		14	0.047
14	81000		14	0.047
14	82000		14	0.048
14	83000		14	0.048
14	84000		14	0.049
14	85000		14	0.050
14	86000		14	0.050
14	87000		14	0.051
14	88000		14	0.051
14	89000		14	0.052
14	90000		14	0.052
14	91000		14	0.053
14	92000		14	0.054
14	93000		14	0.054
14	94000		14	0.055
14	95000		14	0.055
14	96000		14	0.056
14	97000		14	0.057
14	98000		14	0.057
14	99000		14	0.058
14	100000		14	0.058
14	101000		14	0.059
14	102000		14	0.059
14	103000		14	0.060
14	104000		14	0.061
14	105000		14	0.061
14	106000		14	0.062
14	107000		14	0.062
14	108000		14	0.063
14	109000		14	0.064
14	110000		14	0.064
14	111000		14	0.065
14	112000		14	0.065
14	113000		14	0.066
14	114000		14	0.066
14	115000		14	0.067
14	116000		14	0.068
14	117000		14	0.068
14	118000		14	0.069
14	119000		14	0.069
14	120000		14	0.070
14	121000		14	0.071
14	122000		14	0.071
14	123000		14	0.072
