Chr,Pos,cM
1,3036178,0
1,3636188,0
1,3655079,0.120554550934298
1,4857224,0.120554550934298
1,5634385,0.241109101868596
1,7485911,0.241109101868596
1,7552017,0.361663652802893
1,9633325,0.361663652802893
1,10097112,0.480628625044853
1,10103309,0.48655370683696
1,10269428,0.602772754671489
1,10672988,0.602772754671489
1,10803628,0.723327305605787
1,11478316,0.723327305605787
1,12103533,0.751050413728757
1,12411063,0.885241330022694
1,12788040,0.90195708492199
1,12857191,0.997579808865248
1,12878109,1.11563246421504
1,12885485,1.14738705181992
1,13243757,1.16327339751018
1,13426008,1.29190924530384
1,13849893,1.31070497492525
1,13852694,1.43138372661841
1,14197086,1.44665461121157
1,14250573,1.44665461121157
1,14254639,1.56720916214587
1,14450335,1.56720916214587
1,14461632,1.80831826401447
1,18477319,1.80831826401447
1,18490572,1.92887281494876
1,19463810,1.92887281494876
1,19585477,2.04942736588306
1,20488781,2.04942736588306
1,20491547,2.16998191681736
1,21117333,2.16998191681736
1,21117395,2.29053646775166
1,21405613,2.29053646775166
1,21501437,2.41109101868596
1,21598303,2.41109101868596
1,21598555,2.41183267551022
1,21625947,2.6130041460088
1,21639265,2.65220012055455
1,21704030,2.65220012055455
1,21724793,2.77275467148885
1,21998215,2.77275467148885
1,22052212,2.89330922242315
1,22094567,3.02896902313948
1,22357277,3.12266044493714
1,22390246,3.13579548263654
1,22415579,3.1368536752523
1,22490216,3.26052591150859
1,22491082,3.26056208546372
1,22582317,3.26579984305144
1,22585777,3.3865530309261
1,22816233,3.39978339934433
1,22836885,3.40304076055715
1,22837019,3.5236164468005
1,23050176,3.55723688763147
1,23070831,3.80160382389145
1,23345475,3.8449223747792
1,23484110,3.94564783503936
1,23505349,4.08163361221859
1,23518405,4.09111946794879
1,23546116,4.35615345466217
1,23557411,4.41504325391606
1,23588445,4.55919520277614
1,23633791,4.61372466370068
1,23708688,4.62553788192442
1,23723733,4.74846542334133
1,23738349,4.75077074928974
1,23766085,4.87569999374519
1,23991373,4.91123381095001
1,25219713,5.22325484149606
1,25243338,5.22688604627618
1,25400957,5.22935092522942
1,25451727,5.35069942806328
1,26439273,5.36614287936522
1,26449654,5.486859770553
1,28389480,5.51719517605841
1,29071537,5.64094750743498
1,29084724,5.7638947058956
1,29116581,5.7696748357391
1,29784975,5.78012732118232
1,29853096,5.90174716259032
1,30200056,5.90717299578059
1,30487284,5.90717299578059
1,30520371,5.92599718124222
1,30535858,5.96613242625667
1,30572952,6.08964357562145
1,30691951,6.72698126602889
1,30699181,6.75105485232067
1,31115770,6.75105485232067
1,31128040,6.87160940325497
1,31142051,6.87160940325497
1,31458915,6.96189246930504
1,31479929,7.08843447337373
1,31565158,7.11271850512357
1,31712107,7.11271850512357
1,31725268,7.23327305605787
1,32012765,7.23327305605787
1,32113589,7.35382760699216
1,32291576,7.35382760699216
1,32327977,7.47438215792646
1,32366897,7.47438215792646
1,32373527,7.59493670886076
1,32400679,7.59493670886076
1,32453140,7.71549125979506
1,32480627,7.71549125979506
1,32786423,7.83604581072936
1,32914193,7.83604581072936
1,32915029,7.95660036166365
1,33753811,7.95660036166365
1,33753999,7.95725851753471
1,33788247,8.19770946353225
1,33805093,8.19770946353225
1,33818256,8.25366755486267
1,33833451,8.40314545654275
1,33839837,8.43881856540084
1,34024549,8.43881856540084
1,34087196,8.55937311633514
1,34231559,8.55937311633514
1,34235468,8.67992766726944
1,34424456,8.67992766726944
1,34438870,8.80048221820374
1,34541351,8.80048221820374
1,34545122,8.99301447838016
1,34547667,9.04159132007233
1,34827716,9.04159132007233
1,34867218,9.16214587100663
1,35198202,9.16214587100663
1,35207658,9.28270042194093
1,35230764,9.28270042194093
1,35256668,9.40325497287523
1,35773943,9.40325497287523
1,35784572,9.52380952380952
1,36421922,9.52380952380952
1,36442317,9.64436407474382
1,36451259,9.64436407474382
1,36480517,9.76491862567812
1,36939709,9.76491862567812
1,36952022,9.88547317661242
1,37217468,9.88547317661242
1,37237168,10.0060277275467
1,37476889,10.0060277275467
1,37499244,10.0378106011715
1,37521185,10.1895594276683
1,37561683,10.2471368294153
1,37623220,10.2471368294153
1,37636205,10.2758334535011
1,37671213,10.4737550753632
1,37677770,10.6088004822182
1,37723753,10.6088004822182
1,37763550,10.7293550331525
1,38270072,10.7293550331525
1,38273697,10.7310280750202
1,38286305,10.8574015809526
1,38367606,10.894924333197
1,38450946,11.0539426935807
1,38476884,11.065913827364
1,38485366,11.1903830655044
1,38502627,11.1983495139674
1,38504375,11.3197108172285
1,38513689,11.444564047323
1,38513964,11.4446909677406
1,38521978,11.5689442104067
1,38531279,11.5732368896926
1,38644647,11.5732368896926
1,38692360,11.6937914406269
1,38810865,11.6937914406269
1,38829844,11.8143459915612
1,39077591,11.8143459915612
1,39165806,11.9349005424955
1,39197265,11.9349005424955
1,39216428,12.0554550934298
1,39285154,12.0554550934298
1,39287739,12.2965641952984
1,39505373,12.2965641952984
1,39617881,12.4171187462327
1,39690624,12.4171187462327
1,39696860,12.4221488432487
1,39719876,12.5612686143435
1,39840080,12.6582278481013
1,39943782,12.6582278481013
1,39960108,12.7787823990356
1,39992616,12.7787823990356
1,40003166,13.0068112200693
1,40004450,13.0198915009042
1,40039049,13.0198915009042
1,40050390,13.1404460518385
1,40149347,13.1404460518385
1,40178809,13.2610006027728
1,40291239,13.2610006027728
1,40297439,13.3059133666108
1,40321982,13.6042572663962
1,40324523,13.6226642555756
1,40383296,13.6226642555756
1,40433371,13.7432188065099
1,40471439,13.8637733574442
1,40496229,13.8637733574442
1,40536290,13.8739496279462
1,40543731,13.8823093918777
1,40548807,14.0165702358018
